Timestamp,Locality,Latitude,Longitude,Signal Strength (dBm),Signal Quality (%),Data Throughput (Mbps),Latency (ms),Network Type,BB60C Measurement (dBm),srsRAN Measurement (dBm),BladeRFxA9 Measurement (dBm)
2023-05-05 12:50:40.000000,Anisabad,25.599108619690096,85.1373547012626,-84.2741131853019,0.0,1.8638900372842315,129.1229140198042,3G,0.0,0.0,0.0
2023-05-05 12:53:47.210173,Fraser Road,25.43328558638305,85.07005347984405,-97.6531209786312,0.0,5.1322963842135945,54.883605700319194,4G,-95.81079071350962,-105.45235850993319,-99.92089156956251
2023-05-05 12:56:54.420346,Boring Canal Road,25.498808887378964,85.21137139632043,-87.04613368001836,0.0,1.176985004103839,119.59828624191452,LTE,-91.59386079091297,-95.41948202620203,-87.71406994188146
2023-05-05 13:00:01.630519,Danapur,25.735138436088505,85.20839951838049,-94.14315859405015,0.0,68.59693229517501,46.59838702175123,5G,-90.64277281615216,-101.89590522335914,-96.57069789510768
2023-05-05 13:03:08.840692,Phulwari Sharif,25.538555638063606,85.15985986968118,-94.56476465880914,0.0,38.2920382968694,30.342827646588113,5G,-90.48909991954821,-103.31830351306476,-95.10246712059536
2023-05-05 13:06:16.050865,Bankipore,25.64070077605017,85.01413424146313,-91.19602940186347,0.0,1.7125956761539498,190.6828441545754,LTE,-93.47470690801711,-97.95757879915666,-94.19290713989157
2023-05-05 13:09:23.261038,Kidwaipuri,25.76633294901603,85.09619019919047,-85.6530919078429,0.0,4.036608509673799,99.88702425244709,4G,-87.98528176509005,-90.77001712867964,-86.18686982793352
2023-05-05 13:12:30.471211,Phulwari Sharif,25.64010416273241,85.03386135616132,-85.98005247718947,0.0,2.670604991178476,132.0780064971736,LTE,-89.11486737319093,-95.77617676941566,-85.43469481806002
2023-05-05 13:15:37.681384,Gardanibagh,25.585704862944006,85.30570388131865,-96.84211831410012,0.0,2.9925073995158487,196.54193512887935,LTE,-96.25918377802914,-102.42893659815343,-98.70987566405185
2023-05-05 13:18:44.891557,Boring Road,25.564499466556125,85.08860676839367,-84.64306452431204,0.0,1.5678419494749314,130.53638603443935,3G,0.0,0.0,0.0
2023-05-05 13:21:52.101730,S.K. Puri,25.593684062948682,85.2809425399907,-90.30840683765642,0.0,9.244325886239793,81.55693129986315,4G,-87.36029380223994,-97.79522137213046,-89.84698352989827
2023-05-05 13:24:59.311903,Pataliputra,25.729002214409054,85.12084335331343,-88.63539210073343,0.0,1.5888977841391714,138.50977286019253,LTE,-85.12402538556486,-97.05078207495204,-90.61843562061688
2023-05-05 13:28:06.522076,Fraser Road,25.555609359876012,85.26554176083795,-88.78220352051659,0.0,9.392683867895299,75.56711994304689,4G,-88.76704057364459,-94.7907276256827,-87.88241993585
2023-05-05 13:31:13.732249,Patliputra Colony,25.6246223024285,85.1448969715184,-88.97117003607957,0.0,5.12285860271256,76.85412135983277,4G,-90.70465761811916,-94.83182501714163,-90.34191254116112
2023-05-05 13:34:20.942422,Rajendra Nagar,25.69898133859754,85.19394132395337,-79.6561267689209,0.0,1.1163871910168872,191.52137276264804,3G,0.0,0.0,0.0
2023-05-05 13:37:28.152595,Bailey Road,25.682170007824126,85.19489755037431,-98.38707833857379,0.0,13.665592208707313,44.21842336044029,5G,-96.35049974477354,-106.01620919313716,-100.80007337466778
2023-05-05 13:40:35.362768,Gandhi Maidan,25.470778008138037,85.10644996892131,-85.60737257749466,0.0,2.1715511625469266,194.02302414249576,3G,0.0,0.0,0.0
2023-05-05 13:43:42.572941,Rajendra Nagar,25.65077154453368,85.14411688771419,-94.6955169644142,0.0,65.64284959041035,23.46216859554906,5G,-93.13829061060677,-102.76853385958637,-93.60583495057746
2023-05-05 13:46:49.783114,S.K. Puri,25.47373673841433,85.07538847695022,-103.93835805965891,0.0,79.87716646677971,23.632141610120712,5G,-99.63078480362326,-109.64629430044386,-104.3643938954088
2023-05-05 13:49:56.993287,Kidwaipuri,25.51604846078285,84.98010976892671,-94.88228041712742,0.0,2.1468757762465724,163.18372121697993,LTE,-95.39782519734422,-103.41622655863709,-95.91029314490793
2023-05-05 13:53:04.203460,Gardanibagh,25.704256619012845,85.01557056317992,-89.02013371556511,0.0,3.5093410445493545,91.09300296451781,4G,-86.95771144400015,-98.6133898123556,-91.51110743105396
2023-05-05 13:56:11.413633,Anandpuri,25.691457183395237,85.07264033141844,-97.53471587685564,0.0,49.10066600394442,20.147286954925548,5G,-98.48269500904146,-104.67735075083058,-96.08887271139163
2023-05-05 13:59:18.623806,Boring Canal Road,25.535011429047596,85.25785809890714,-89.10363007275834,0.0,1.1475931294707977,155.38542844013207,LTE,-84.41060471656735,-96.48814085190759,-88.32723824394677
2023-05-05 14:02:25.833979,Patliputra Colony,25.501702617560863,85.08400420109788,-89.94963039687282,0.0,1.7206901904105365,125.99498628542626,LTE,-90.41722192858451,-99.78805064132456,-91.27104935385914
2023-05-05 14:05:33.044152,Kumhrar,25.573278756804783,85.15804183478916,-83.97815424613492,0.0,1.7534779398758815,174.9578299976072,3G,0.0,0.0,0.0
2023-05-05 14:08:40.254325,Kankarbagh,25.600910560278308,84.98462893850066,-95.06888977633596,0.0,32.26132915688779,28.02176541240374,5G,-98.77729562482102,-100.29863464004235,-94.43184196963068
2023-05-05 14:11:47.464498,Pataliputra,25.744311764361946,85.23083312262318,-100.10191623631077,0.0,12.590440868200508,40.20549022694476,5G,-98.89882072277612,-106.58151739581466,-101.8241312672573
2023-05-05 14:14:54.674671,Ashok Rajpath,25.438934417117256,85.1781192709574,-85.80728331378685,0.0,1.9842325861590764,125.82443882989584,3G,0.0,0.0,0.0
2023-05-05 14:18:01.884844,Phulwari Sharif,25.4268460557443,85.12153952839628,-91.78673388276266,0.0,1.0817372325329577,116.89350630721646,LTE,-94.00083049244307,-100.90168146137893,-94.25451868022033
2023-05-05 14:21:09.095017,Pataliputra,25.62679951025056,85.04888047233642,-86.42701404390581,0.0,2.1945561645108613,198.62569958668152,3G,0.0,0.0,0.0
2023-05-05 14:24:16.305190,Bailey Road,25.476419648988003,85.11313913080281,-93.53166988195267,0.0,26.405549062836226,32.55860368075346,5G,-90.12457002317336,-103.08564823839238,-93.31965649785953
2023-05-05 14:27:23.515363,Kankarbagh,25.52823026123157,85.05166311307622,-91.95507929382212,0.0,4.7104720882525815,74.91238489244701,4G,-93.65159448101298,-97.28662017502275,-94.90987311501767
2023-05-05 14:30:30.725536,Ashok Rajpath,25.705364833870913,85.11599116180813,-82.81934177344415,0.0,2.641722946306705,171.84572708365536,LTE,-82.46897445299504,-90.4362443528121,-80.78784642122841
2023-05-05 14:33:37.935709,Phulwari Sharif,25.65482630487179,85.1631456842027,-90.2980305861247,0.0,1.4034609246604717,168.4571547879833,LTE,-94.41934947369813,-99.6039067189146,-93.28176518963872
2023-05-05 14:36:45.145882,Boring Road,25.45603304554996,85.06782614392918,-87.68278625251112,0.0,2.501003849530627,179.95371309195156,LTE,-84.43145948558315,-96.7507613185704,-89.26863577612113
2023-05-05 14:39:52.356055,Patliputra Colony,25.486905915951436,85.10751142983233,-88.0108328886769,0.0,1.4580507818495927,154.2849310613409,LTE,-88.69555145731248,-96.34675395911448,-86.62753806782109
2023-05-05 14:42:59.566228,Fraser Road,25.706274183941918,85.02788748876068,-84.73889431555999,0.0,1.7576431311138314,145.70002192816784,3G,0.0,0.0,0.0
